Ticker;Name;Market Cap;Sector;Industry
FF;FutureFuel Corp.;448,367,808.00;Basic Materials;Chemicals
FFBC;First Financial Bancorp (Ohio);1,314,742,528.00;Financial Services;Banks—Regional
FFG;FBL Financial Group, Inc.;891,947,840.00;Financial Services;Insurance—Life
FFIC;Flushing Financial Corp.;327,842,016.00;Financial Services;Banks—Regional
FFIN;First Financial Bankshares, Inc.;3,609,594,368.00;Financial Services;Banks—Regional
FFNW;First Financial Northwest, Inc.;89,832,048.00;Financial Services;Banks—Regional
FFWM;First Foundation, Inc.;512,632,096.00;Financial Services;Banks—Regional
FG;FGL Holdings;2,242,478,848.00;Financial Services;Insurance—Life
FGBI;First Guaranty Bancshares, Inc.;114,459,688.00;Financial Services;Banks—Regional
FGEN;FibroGen, Inc.;3,469,832,192.00;Healthcare;Biotechnology
FI;Frank's International NV;528,035,008.00;Energy;Oil & Gas Equipment & Services
FIBK;First Interstate BancSystem, Inc. (Montana);1,885,043,584.00;Financial Services;Banks—Regional
FII;Federated Investors, Inc.;3,663,831,040.00;Financial;Asset Management
FISI;Financial Institutions, Inc.;265,328,080.00;Financial Services;Banks—Regional
FIT;Fitbit, Inc.;1,829,733,504.00;Technology;Scientific & Technical Instruments
FIVN;Five9, Inc.;5,954,835,968.00;Technology;Software—Infrastructure
FIX;Comfort Systems USA, Inc.;1,094,471,424.00;Industrials;Engineering & Construction
FIXX;Homology Medicines, Inc.;582,214,656.00;Healthcare;Biotechnology
FIZZ;National Beverage Corp.;2,292,133,120.00;Consumer Defensive;Beverages—Non-Alcoholic
FLDM;Fluidigm Corp.;168,364,992.00;Healthcare;Diagnostics & Research
FLIC;The First of Long Island Corp.;347,855,104.00;Financial Services;Banks—Regional
FLMN;Falcon Minerals Corp.;183,102,688.00;Energy;Oil & Gas E&P
FLNT;Fluent, Inc.;124,478,624.00;Communication Services;Advertising Agencies
FLOW;SPX Flow, Inc.;1,300,931,200.00;Industrials;Specialty Industrial Machinery
FLWS;1-800-FLOWERS.COM, Inc.;985,026,944.00;Consumer Cyclical;Specialty Retail
FLXN;Flexion Therapeutics, Inc.;366,626,688.00;Healthcare;Drug Manufacturers—Specialty & Generic
FLXS;Flexsteel Industries, Inc.;66,166,968.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
FMAO;Farmers & Merchants Bancorp, Inc. (Ohio);244,677,680.00;Financial Services;Banks—Regional
FMBH;First Mid Bancshares, Inc.;398,431,008.00;Financial Services;Banks—Regional
FMBI;First Midwest Bancorp, Inc. (Illinois);1,501,685,120.00;Financial Services;Banks—Regional
FMNB;Farmers National Banc Corp.;314,318,720.00;Financial Services;Banks—Regional
FN;Fabrinet;2,373,583,104.00;Technology;Electronic Components
FNCB;FNCB Bancorp, Inc.;120,036,488.00;Financial Services;Banks—Regional
FNHC;FedNat Holding Co.;157,080,896.00;Financial Services;Insurance—Property & Casualty
FNKO;Funko, Inc.;179,571,392.00;Consumer Cyclical;Leisure
FNLC;The First Bancorp, Inc. (Maine);217,979,152.00;Financial Services;Banks—Regional
FNWB;First Northwest Bancorp (Washington);104,154,400.00;Financial Services;Banks—Regional
FOCS;Focus Financial Partners, Inc.;1,378,806,016.00;Financial Services;Capital Markets
FOE;Ferro Corp.;748,397,696.00;Basic Materials;Specialty Chemicals
FOLD;Amicus Therapeutics, Inc.;3,107,519,488.00;Healthcare;Biotechnology
FOR;Forestar Group, Inc.;589,751,872.00;Real Estate;Real Estate—Development
FORM;FormFactor, Inc.;1,693,758,336.00;Technology;Semiconductors
FORR;Forrester Research, Inc.;620,320,448.00;Industrials;Consulting Services
FOSL;Fossil Group, Inc.;160,853,936.00;Consumer Cyclical;Luxury Goods
FOXF;Fox Factory Holding Corp.;1,617,067,136.00;Consumer Cyclical;Recreational Vehicles
FPI;Farmland Partners, Inc.;323,958,208.00;Real Estate;REIT—Specialty
FPRX;Five Prime Therapeutics, Inc.;104,152,168.00;Healthcare;Biotechnology
FR;First Industrial Realty Trust, Inc.;4,453,061,632.00;Real Estate;REIT—Industrial
FRAC;Keane Group, Inc.;;;
FRAF;Franklin Financial Services Corp. (Pennsylvania);112,564,920.00;Financial Services;Banks—Regional
FRBA;First Bank (Hamilton, New Jersey);136,387,488.00;Financial Services;Banks—Regional
FRBK;Republic First Bancorp, Inc.;114,170,552.00;Financial Services;Banks—Regional
FRGI;Fiesta Restaurant Group, Inc.;174,254,672.00;Consumer Cyclical;Restaurants
FRME;First Merchants Corp. (Indiana);1,407,197,184.00;Financial Services;Banks—Regional
FRPH;FRP Holdings, Inc.;415,643,328.00;Real Estate;Real Estate Services
FRPT;Freshpet Inc.;3,031,676,928.00;Consumer Defensive;Packaged Foods
FRTA;Forterra, Inc.;422,193,696.00;Industrials;Building Products & Equipment
FSB;Franklin Financial Network, Inc.;308,190,176.00;Financial Services;Banks—Regional
FSBW;FS Bancorp, Inc.;151,540,352.00;Financial Services;Banks—Regional
FSCT;ForeScout Technologies, Inc.;1,576,546,048.00;Technology;Software—Application
FSP;Franklin Street Properties Corp.;550,289,984.00;Real Estate;REIT—Office
FSS;Federal Signal Corp.;1,689,840,384.00;Industrials;Pollution & Treatment Controls
FSTR;L.B. Foster Co.;134,366,576.00;Industrials;Railroads
FTK;Flotek Industries, Inc.;48,523,224.00;Energy;Oil & Gas Equipment & Services
FTR;Frontier Communications Corp.;27,296,878.00;Communication Services;Telecom Services
FTSI;FTS International, Inc.;31,062,190.00;Energy;Oil & Gas Equipment & Services
FTSV;Forty Seven, Inc.;4,599,408,128.00;;
FUL;H.B. Fuller Co.;1,662,635,008.00;Basic Materials;Specialty Chemicals
FULC;Fulcrum Therapeutics, Inc.;257,861,280.00;Healthcare;Biotechnology
FULT;Fulton Financial Corp.;1,692,477,440.00;Financial Services;Banks—Regional
FVCB;FVCBankcorp, Inc.;135,727,648.00;Financial Services;Banks—Regional
FWRD;Forward Air Corp.;1,379,237,888.00;Industrials;Integrated Freight & Logistics
GABC;German American Bancorp, Inc.;737,197,504.00;Financial Services;Banks—Regional
GAIA;Gaia, Inc.;165,624,560.00;Communication Services;Internet Content & Information
GALT;Galectin Therapeutics, Inc.;102,085,488.00;Healthcare;Biotechnology
GATX;GATX Corp.;1,960,823,040.00;Industrials;Rental & Leasing Services
GBCI;Glacier Bancorp, Inc.;2,996,268,544.00;Financial Services;Banks—Regional
GBL;GAMCO Investors, Inc.;327,868,448.00;Financial Services;Capital Markets
GBLI;Global Indemnity Ltd.;323,654,624.00;Financial Services;Insurance—Property & Casualty
GBT;Global Blood Therapeutics, Inc.;4,366,305,792.00;Healthcare;Biotechnology
GBX;Greenbrier Cos., Inc.;536,403,648.00;Industrials;Railroads
GCAP;GAIN Capital Holdings, Inc.;240,037,120.00;Financial Services;Capital Markets
GCBC;Greene County Bancorp, Inc.;179,264,608.00;Financial Services;Banks—Regional
GCI;Gannett Co., Inc.;100,691,208.00;Communication Services;Publishing
GCO;Genesco, Inc.;207,147,328.00;Consumer Cyclical;Apparel Retail
GCP;GCP Applied Technologies, Inc.;1,170,796,416.00;Basic Materials;Specialty Chemicals
GDEN;Golden Entertainment, Inc.;208,801,216.00;Consumer Cyclical;Resorts & Casinos
GDOT;Green Dot Corp.;1,505,416,832.00;Financial Services;Credit Services
GDP;Goodrich Petroleum Corp.;100,021,320.00;Energy;Oil & Gas E&P
GEF;Greif, Inc.;1,624,494,080.00;Consumer Cyclical;Packaging & Containers
GEF.B;Greif, Inc.;;;
GEN;Genesis Healthcare, Inc.;128,667,168.00;Healthcare;Medical Care Facilities
GENC;Gencor Industries, Inc.;156,801,648.00;Industrials;Farm & Heavy Construction Machinery
GEO;The GEO Group, Inc.;1,388,905,088.00;Real Estate;REIT—Healthcare Facilities
GEOS;Geospace Technologies Corp.;69,263,808.00;Energy;Oil & Gas Equipment & Services
GERN;Geron Corp.;228,412,672.00;Healthcare;Biotechnology
GES;Guess?, Inc.;483,625,824.00;Consumer Cyclical;Apparel Retail
GFF;Griffon Corp.;690,027,008.00;Industrials;Tools & Accessories
GFN;General Finance Corp.;174,450,208.00;Industrials;Rental & Leasing Services
GHDX;Genomic Health, Inc.;;;
GHL;Greenhill & Co., Inc.;179,646,128.00;Financial Services;Capital Markets
GHM;Graham Corp.;114,439,448.00;Industrials;Specialty Industrial Machinery
GIII;G-III Apparel Group Ltd.;408,079,040.00;Consumer Cyclical;Apparel Retail
GKOS;Glaukos Corp.;1,529,745,280.00;Healthcare;Medical Instruments & Supplies
GLDD;Great Lakes Dredge & Dock Corp.;504,880,576.00;Industrials;Engineering & Construction
GLNG;Golar LNG Ltd.;653,393,984.00;Energy;Oil & Gas Midstream
GLOG;GasLog Ltd.;314,136,416.00;Energy;Oil & Gas Midstream
GLRE;Greenlight Capital Re Ltd.;234,338,096.00;Financial Services;Insurance—Reinsurance
GLT;P.H. Glatfelter Co.;576,452,288.00;Basic Materials;Paper & Paper Products
GLUU;Glu Mobile, Inc.;1,200,256,000.00;Communication Services;Electronic Gaming & Multimedia
GLYC;GlycoMimetics, Inc.;107,214,184.00;Healthcare;Biotechnology
GME;GameStop Corp.;302,952,576.00;Consumer Cyclical;Specialty Retail
GMED;Globus Medical, Inc.;4,644,857,344.00;Healthcare;Medical Devices
GMRE;Global Medical REIT, Inc.;458,495,968.00;Real Estate;REIT—Healthcare Facilities
GMS;GMS, Inc.;617,459,008.00;Industrials;Building Products & Equipment
GNC;GNC Holdings, Inc.;38,920,140.00;Healthcare;Pharmaceutical Retailers
GNE;Genie Energy Ltd.;205,434,064.00;Utilities;Utilities—Regulated Electric
GNK;Genco Shipping & Trading Ltd.;234,472,016.00;Industrials;Marine Shipping
GNL;Global Net Lease, Inc.;1,107,499,904.00;Real Estate;REIT—Office
GNLN;Greenlane Holdings, Inc.;86,736,720.00;Healthcare;Pharmaceutical Retailers
GNMK;GenMark Diagnostics, Inc.;647,064,192.00;Healthcare;Medical Devices
GNRC;Generac Holdings, Inc.;6,067,170,304.00;Industrials;Specialty Industrial Machinery
GNTY;Guaranty Bancshares, Inc. (Texas);269,089,536.00;Financial Services;Banks—Regional
GNW;Genworth Financial, Inc.;1,636,608,256.00;Financial Services;Insurance—Life
GOGO;Gogo, Inc.;130,266,384.00;Communication Services;Telecom Services
GOLF;Acushnet Holdings Corp.;1,769,282,944.00;Consumer Cyclical;Leisure
GOOD;Gladstone Commercial Corp.;490,181,440.00;Real Estate;REIT—Diversified
GORO;Gold Resource Corp.;282,159,680.00;Basic Materials;Gold
GOSS;Gossamer Bio, Inc.;870,999,552.00;Healthcare;Biotechnology
GPI;Group 1 Automotive, Inc.;837,174,464.00;Consumer Cyclical;Auto & Truck Dealerships
GPMT;Granite Point Mortgage Trust, Inc.;229,979,680.00;Real Estate;REIT—Mortgage
GPOR;Gulfport Energy Corp.;242,760,736.00;Energy;Oil & Gas E&P
GPRE;Green Plains, Inc.;167,532,800.00;Basic Materials;Specialty Chemicals
GPRO;GoPro, Inc.;455,250,144.00;Technology;Consumer Electronics
GPX;GP Strategies Corp.;104,363,080.00;Consumer Defensive;Education & Training Services
GRBK;Green Brick Partners, Inc.;353,920,896.00;Consumer Cyclical;Residential Construction
GRC;The Gorman-Rupp Co.;690,788,736.00;Industrials;Specialty Industrial Machinery
GRIF;Griffin Industrial Realty, Inc.;184,879,184.00;Real Estate;Real Estate—Development
GRPN;Groupon, Inc.;600,930,880.00;Communication Services;Internet Content & Information
GRTS;Gritstone Oncology, Inc.;264,751,024.00;Healthcare;Biotechnology
GSBC;Great Southern Bancorp, Inc. (Missouri);545,465,536.00;Financial Services;Banks—Regional
GSHD;Goosehead Insurance, Inc.;1,758,007,168.00;Financial Services;Insurance—Diversified
GSIT;GSI Technology, Inc.;160,714,432.00;Technology;Semiconductors
GTHX;G1 Therapeutics, Inc.;491,983,552.00;Healthcare;Biotechnology
GTLS;Chart Industries, Inc.;1,147,886,720.00;Industrials;Specialty Industrial Machinery
GTN;Gray Television, Inc.;999,095,040.00;Communication Services;Broadcasting
GTS;Triple-S Management Corp.;391,308,544.00;Healthcare;Healthcare Plans
GTT;GTT Communications, Inc.;586,663,680.00;Communication Services;Telecom Services
GTY;Getty Realty Corp.;986,670,848.00;Real Estate;REIT—Retail
GTYH;GTY Technology Holdings, Inc.;202,031,776.00;Technology;Software—Application
GVA;Granite Construction, Inc.;730,566,528.00;Industrials;Engineering & Construction
GWB;Great Western Bancorp, Inc. (South Dakota);1,004,288,704.00;Financial Services;Banks—Regional
GWGH;GWG Holdings, Inc.;244,281,600.00;Financial Services;Insurance—Life
GWRS;Global Water Resources, Inc.;229,881,472.00;Utilities;Utilities—Regulated Water
HA;Hawaiian Holdings, Inc.;517,841,856.00;Industrials;Airlines
HABT;The Habit Restaurants, Inc.;365,263,840.00;;
HAE;Haemonetics Corp.;5,733,971,968.00;Healthcare;Medical Instruments & Supplies
HAFC;Hanmi Financial Corp.;324,187,776.00;Financial Services;Banks—Regional
HALL;Hallmark Financial Services, Inc.;53,281,916.00;Financial Services;Insurance—Property & Casualty
HALO;Halozyme Therapeutics, Inc.;3,049,944,064.00;Healthcare;Biotechnology
HARP;Harpoon Therapeutics, Inc.;326,618,016.00;Healthcare;Biotechnology
HASI;Hannon Armstrong Sustainable Infrastructure Capital, Inc.;1,927,471,616.00;Real Estate;REIT—Specialty
HAYN;Haynes International, Inc.;258,157,520.00;Industrials;Metal Fabrication
HBB;Hamilton Beach Brands Holding Co.;150,695,824.00;Technology;Consumer Electronics
HBCP;Home Bancorp, Inc.;208,172,448.00;Financial Services;Banks—Regional
HBMD;Howard Bancorp, Inc. (Maryland);183,039,536.00;Financial Services;Banks—Regional
HBNC;Horizon Bancorp, Inc. (Indiana);443,217,312.00;Financial Services;Banks—Regional
HCAT;Health Catalyst, Inc.;970,159,296.00;Healthcare;Health Information Services
HCC;Warrior Met Coal, Inc.;556,637,120.00;Basic Materials;Coking Coal
HCCI;Heritage-Crystal Clean, Inc.;381,435,232.00;Industrials;Waste Management
HCI;HCI Group, Inc.;343,578,016.00;Financial Services;Insurance—Property & Casualty
HCKT;The Hackett Group, Inc.;431,886,048.00;Technology;Information Technology Services
HCSG;Healthcare Services Group, Inc.;1,744,773,888.00;Healthcare;Medical Care Facilities
HEES;H&E Equipment Services, Inc.;477,378,112.00;Industrials;Rental & Leasing Services
HELE;Helen of Troy Ltd.;3,432,643,840.00;Consumer Defensive;Household & Personal Products
HFFG;HF Foods Group, Inc.;346,243,456.00;Consumer Defensive;Food Distribution
HFWA;Heritage Financial Corp. (Washington);667,271,872.00;Financial Services;Banks—Regional
HI;Hillenbrand, Inc.;1,408,447,616.00;Industrials;Specialty Industrial Machinery
HIBB;Hibbett Sports, Inc.;214,874,464.00;Consumer Cyclical;Specialty Retail
HIFS;Hingham Institution for Savings;326,303,104.00;Financial Services;Banks—Regional
HIIQ;Health Insurance Innovations, Inc.;363,046,240.00;;
HL;Hecla Mining Co.;1,292,420,096.00;Basic Materials;Gold
HLI;Houlihan Lokey, Inc.;3,649,595,648.00;Financial Services;Capital Markets
HLIO;Helios Technologies, Inc.;988,637,888.00;Industrials;Specialty Industrial Machinery
HLIT;Harmonic, Inc.;646,312,064.00;Technology;Communication Equipment
HLNE;Hamilton Lane, Inc.;2,978,164,736.00;Financial Services;Asset Management
HLX;Helix Energy Solutions Group, Inc.;251,936,160.00;Energy;Oil & Gas Equipment & Services
HMHC;Houghton Mifflin Harcourt Co.;140,454,720.00;Consumer Defensive;Education & Training Services
HMN;Horace Mann Educators Corp.;1,373,302,400.00;Financial Services;Insurance—Property & Casualty
HMST;HomeStreet, Inc.;507,437,568.00;Financial Services;Banks—Regional
HMSY;HMS Holdings Corp.;2,458,706,944.00;Healthcare;Health Information Services
HMTV;Hemisphere Media Group, Inc.;339,513,504.00;Communication Services;Entertainment
HNGR;Hanger, Inc.;613,200,192.00;Healthcare;Medical Care Facilities
HNI;HNI Corp.;968,631,040.00;Industrials;Business Equipment & Supplies
HNRG;Hallador Energy Co.;21,211,866.00;Energy;Thermal Coal
HOFT;Hooker Furniture Corp.;164,790,304.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
HOMB;Home Bancshares, Inc. (Arkansas);2,080,864,896.00;Financial Services;Banks—Regional
HOME;At Home Group, Inc.;114,108,856.00;Consumer Cyclical;Specialty Retail
HONE;HarborOne Bancorp, Inc.;434,629,920.00;Financial Services;Banks—Regional
HOOK;HOOKIPA Pharma, Inc.;192,335,248.00;Healthcare;Biotechnology
HOPE;Hope Bancorp, Inc.;1,024,157,824.00;Financial Services;Banks—Regional
HPR;HighPoint Resources Corp.;58,551,784.00;Energy;Oil & Gas E&P
HQY;HealthEquity, Inc.;3,509,333,248.00;Healthcare;Health Information Services
HR;Healthcare Realty Trust, Inc.;3,779,081,472.00;Real Estate;REIT—Healthcare Facilities
HRI;Herc Holdings, Inc.;644,646,208.00;Industrials;Rental & Leasing Services
HRTG;Heritage Insurance Holdings, Inc.;310,665,248.00;Financial Services;Insurance—Property & Casualty
HRTX;Heron Therapeutics, Inc.;1,299,582,464.00;Healthcare;Biotechnology
HSC;Harsco Corp.;638,117,248.00;Industrials;Specialty Industrial Machinery
HSII;Heidrick & Struggles International, Inc.;451,135,616.00;Industrials;Staffing & Employment Services
HSKA;Heska Corp.;519,137,248.00;Healthcare;Diagnostics & Research
HSTM;HealthStream, Inc.;798,162,304.00;Healthcare;Health Information Services
HT;Hersha Hospitality Trust;167,841,696.00;Real Estate;REIT—Hotel & Motel
HTBI;HomeTrust Bancshares, Inc.;258,942,064.00;Financial Services;Banks—Regional
HTBK;Heritage Commerce Corp.;472,673,664.00;Financial Services;Banks—Regional
HTH;Hilltop Holdings, Inc.;1,467,310,208.00;Financial Services;Banks—Regional
HTLD;Heartland Express, Inc.;1,570,771,968.00;Industrials;Trucking
HTLF;Heartland Financial USA, Inc.;1,084,340,096.00;Financial Services;Banks—Regional
HTZ;Hertz Global Holdings, Inc.;562,006,016.00;Industrials;Rental & Leasing Services
HUBG;Hub Group, Inc.;1,554,461,184.00;Industrials;Integrated Freight & Logistics
HUD;Hudson Ltd.;416,895,392.00;Consumer Cyclical;Specialty Retail
HURC;Hurco Cos., Inc.;190,488,480.00;Industrials;Specialty Industrial Machinery
HURN;Huron Consulting Group, Inc.;1,112,907,008.00;Industrials;Consulting Services
HVT;Haverty Furniture Cos., Inc.;225,169,152.00;Consumer Cyclical;Home Improvement Retail
HWBK;Hawthorn Bancshares, Inc.;106,175,200.00;Financial Services;Banks—Regional
HWC;Hancock Whitney Corp.;1,618,787,328.00;Financial Services;Banks—Regional
HWKN;Hawkins, Inc.;380,165,728.00;Basic Materials;Specialty Chemicals
HY;Hyster-Yale Materials Handling, Inc.;585,027,520.00;Industrials;Farm & Heavy Construction Machinery
HZO;MarineMax, Inc.;279,471,072.00;Consumer Cyclical;Specialty Retail
I;Intelsat SA;158,103,680.00;Communication Services;Telecom Services
IBCP;Independent Bank Corp. (Michigan);287,647,200.00;Financial Services;Banks—Regional
IBKC;IBERIABANK Corp.;1,903,740,928.00;Financial Services;Banks—Regional
IBOC;International Bancshares Corp.;1,663,138,432.00;Financial Services;Banks—Regional
IBP;Installed Building Products, Inc.;1,145,121,920.00;Industrials;Building Products & Equipment
IBTX;Independent Bank Group, Inc.;1,025,662,272.00;Financial Services;Banks—Regional
ICD;Independence Contract Drilling, Inc.;28,704,738.00;Energy;Oil & Gas Drilling
ICFI;ICF International, Inc.;1,274,231,680.00;Industrials;Consulting Services
ICHR;Ichor Holdings Ltd.;502,887,712.00;Technology;Semiconductor Equipment & Materials
ICPT;Intercept Pharmaceuticals, Inc.;2,645,660,160.00;Healthcare;Biotechnology
IDCC;InterDigital, Inc.;1,476,893,696.00;Communication Services;Telecom Services
IDEX;Ideanomics, Inc.;111,457,688.00;Technology;Software—Application
IDT;IDT Corp.;144,914,944.00;Communication Services;Telecom Services
IESC;IES Holdings, Inc.;375,463,200.00;Industrials;Engineering & Construction
IHC;Independence Holding Co.;370,975,488.00;Financial Services;Insurance—Life
III;Information Services Group, Inc.;114,560,560.00;;
IIIN;Insteel Industries, Inc.;312,023,360.00;Industrials;Metal Fabrication
IIIV;i3 Verticals, Inc.;548,335,104.00;Technology;Software—Infrastructure
IIN;Intricon Corp.;93,419,072.00;Healthcare;Medical Instruments & Supplies
IIPR;Innovative Industrial Properties, Inc.;1,244,287,488.00;Real Estate;REIT—Industrial
IIVI;II-VI, Inc.;2,703,559,680.00;Technology;Scientific & Technical Instruments
ILPT;Industrial Logistics Properties Trust;1,069,045,440.00;Real Estate;REIT—Industrial
IMAX;IMAX Corp.;675,605,568.00;Communication Services;Entertainment
IMGN;ImmunoGen, Inc.;746,093,888.00;Healthcare;Biotechnology
IMKTA;Ingles Markets, Inc.;775,747,776.00;Consumer Defensive;Grocery Stores
IMMR;Immersion Corp.;181,375,856.00;Technology;Software—Application
IMMU;Immunomedics, Inc.;5,600,687,616.00;Healthcare;Biotechnology
IMXI;International Money Express, Inc.;294,386,240.00;Technology;Information Technology Services
INBK;First Internet Bancorp;129,155,672.00;Financial Services;Banks—Regional
INDB;Independent Bank Corp. (Massachusetts);2,271,582,464.00;Financial Services;Banks—Regional
INFN;Infinera Corp.;1,088,196,096.00;Technology;Communication Equipment
INGN;Inogen, Inc.;1,101,634,176.00;Healthcare;Medical Devices
INN;Summit Hotel Properties, Inc.;494,317,792.00;Real Estate;REIT—Hotel & Motel
INO;Inovio Pharmaceuticals, Inc.;1,755,357,568.00;Healthcare;Biotechnology
INOV;Inovalon Holdings, Inc.;2,685,691,136.00;Healthcare;Health Information Services
INS;Intelligent Systems Corp.;291,579,392.00;Technology;Software—Application
INSE;Inspired Entertainment, Inc.;50,417,744.00;Communication Services;Electronic Gaming & Multimedia
INSG;Inseego Corp.;1,203,441,280.00;Technology;Communication Equipment
INSM;Insmed, Inc.;1,864,586,752.00;Healthcare;Biotechnology
INSP;Inspire Medical Systems, Inc.;1,845,543,168.00;Healthcare;Medical Devices
INST;Instructure, Inc.;1,874,896,768.00;;
INSW;International Seaways, Inc.;770,409,408.00;Industrials;Marine Shipping
INT;World Fuel Services Corp.;1,500,703,488.00;Energy;Oil & Gas Refining & Marketing
INTL;INTL FCStone, Inc.;678,644,224.00;Financial Services;Capital Markets
INVA;Innoviva, Inc.;1,342,821,248.00;Healthcare;Biotechnology
INWK;InnerWorkings, Inc.;54,750,044.00;Communication Services;Advertising Agencies
IOSP;Innospec, Inc.;1,696,984,448.00;Basic Materials;Specialty Chemicals
IOTS;Adesto Technologies Corp.;368,561,760.00;Technology;Semiconductors
IOVA;Iovance Biotherapeutics, Inc.;4,515,978,752.00;Healthcare;Biotechnology
IPAR;Inter Parfums, Inc.;1,278,283,008.00;Consumer Defensive;Household & Personal Products
IPHI;Inphi Corp.;4,461,965,824.00;Technology;Semiconductors
IPHS;Innophos Holdings, Inc.;629,908,672.00;;
IPI;Intrepid Potash, Inc.;117,809,664.00;Basic Materials;Agricultural Inputs
IRBT;iRobot Corp.;1,426,483,840.00;Technology;Consumer Electronics
IRDM;Iridium Communications, Inc.;3,138,831,616.00;Communication Services;Telecom Services
IRET;Investors Real Estate Trust;682,824,384.00;Real Estate;REIT—Residential
IRMD;IRadimed Corp.;244,592,256.00;Healthcare;Medical Devices
IRT;Independence Realty Trust, Inc.;814,428,096.00;Real Estate;REIT—Residential
IRTC;iRhythm Technologies, Inc.;2,643,650,560.00;Healthcare;Medical Instruments & Supplies
IRWD;Ironwood Pharmaceuticals, Inc.;1,569,833,984.00;Healthcare;Drug Manufacturers—Specialty & Generic
ISBC;Investors Bancorp, Inc. (New Jersey);2,041,640,064.00;Financial Services;Banks—Regional
ISCA;International Speedway Corp.;;;
ISRL;Isramco, Inc.;;;
ISTR;Investar Holding Corp.;122,418,592.00;Financial Services;Banks—Regional
ITCI;Intra-Cellular Therapies, Inc.;1,152,555,904.00;Healthcare;Biotechnology
ITGR;Integer Holdings Corp.;2,251,200,256.00;Healthcare;Medical Devices
ITI;Iteris, Inc.;149,899,616.00;Technology;Communication Equipment
ITIC;Investors Title Co.;217,428,960.00;Financial Services;Insurance—Specialty
ITRI;Itron, Inc.;2,604,842,496.00;Technology;Scientific & Technical Instruments
IVC;Invacare Corp.;246,202,576.00;Healthcare;Medical Devices
IVR;Invesco Mortgage Capital, Inc.;453,656,512.00;Real Estate;REIT—Mortgage
JACK;Jack in the Box, Inc.;1,222,063,232.00;Consumer Cyclical;Restaurants
JAG;Jagged Peak Energy, Inc.;1,756,454,656.00;Energy;Oil & Gas E&P
JAX;J. Alexander's Holdings, Inc.;61,848,204.00;Consumer Cyclical;Restaurants
JBSS;John B. Sanfilippo & Son, Inc.;958,730,816.00;Consumer Defensive;Packaged Foods
JBT;John Bean Technologies Corp.;2,310,740,992.00;Industrials;Specialty Industrial Machinery
JCAP;Jernigan Capital, Inc.;270,186,752.00;Real Estate;REIT—Industrial
JCOM;J2 Global, Inc.;3,667,982,080.00;Technology;Software—Infrastructure
JCP;J. C. Penney Co., Inc.;88,270,056.00;Consumer Cyclical;Department Stores
JELD;JELD-WEN Holding, Inc.;946,089,472.00;Industrials;Building Products & Equipment
JILL;J.Jill, Inc.;15,390,115.00;Consumer Cyclical;Apparel Retail
JJSF;J&J Snack Foods Corp.;2,234,132,736.00;Consumer Defensive;Packaged Foods
JNCE;Jounce Therapeutics, Inc.;162,414,208.00;Healthcare;Biotechnology
JOE;The St. Joe Co.;990,595,520.00;Real Estate;Real Estate—Diversified
JOUT;Johnson Outdoors, Inc.;587,394,816.00;Consumer Cyclical;Leisure
JRVR;James River Group Holdings Ltd.;1,037,995,328.00;Financial Services;Insurance—Specialty
JYNT;The Joint Corp. (United States);153,267,216.00;Healthcare;Medical Care Facilities
KAI;Kadant, Inc.;885,781,824.00;Industrials;Specialty Industrial Machinery
KALA;Kala Pharmaceuticals, Inc.;521,172,160.00;Healthcare;Biotechnology
KALU;Kaiser Aluminum Corp.;1,142,377,472.00;Basic Materials;Aluminum
KALV;KalVista Pharmaceuticals, Inc.;181,846,656.00;Healthcare;Biotechnology
KAMN;Kaman Corp.;966,615,744.00;Industrials;Aerospace & Defense
KBAL;Kimball International, Inc.;410,377,920.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
KBH;KB Home;1,982,686,464.00;Consumer Cyclical;Residential Construction
KBR;KBR, Inc.;2,771,887,104.00;Industrials;Engineering & Construction
KDMN;Kadmon Holdings, Inc.;700,059,840.00;Healthcare;Biotechnology
KE;Kimball Electronics, Inc.;289,776,992.00;Industrials;Electrical Equipment & Parts
KELYA;Kelly Services, Inc.;538,946,304.00;Industrials;Staffing & Employment Services
KEM;KEMET Corp.;1,510,306,560.00;Technology;Electronic Components
KFRC;Kforce, Inc.;643,139,200.00;Industrials;Staffing & Employment Services
KFY;Korn Ferry;1,496,109,568.00;Industrials;Staffing & Employment Services
KIDS;OrthoPediatrics Corp.;762,983,872.00;Healthcare;Medical Devices
KIN;Kindred Biosciences, Inc.;142,621,248.00;Healthcare;Drug Manufacturers—Specialty & Generic
KLDO;Kaleido Biosciences, Inc.;198,037,456.00;Healthcare;Biotechnology
KLXE;KLX Energy Services Holdings, Inc.;28,127,620.00;Energy;Oil & Gas Equipment & Services
KMT;Kennametal, Inc.;1,924,893,696.00;Industrials;Tools & Accessories
KN;Knowles Corp.;1,323,656,320.00;Technology;Communication Equipment
KNL;Knoll, Inc.;471,575,712.00;Industrials;Business Equipment & Supplies
KNSA;Kiniksa Pharmaceuticals Ltd.;1,031,515,200.00;Healthcare;Biotechnology
KNSL;Kinsale Capital Group, Inc.;2,356,677,376.00;Financial Services;Insurance—Property & Casualty
KOD;Kodiak Sciences, Inc.;2,157,479,424.00;Healthcare;Biotechnology
